LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
LIN,Chaopan,m,CHN,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",PB,6,6.1,8.733,,14.833
CHILES,Jordan,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,3,5,9.466,,14.466
CHILES,Jordan,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,2,5,9.466,,14.466
BILES,Simone,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",BB,,6.4,8.05,,14.45
BILES,Simone,w,USA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",BB,1,6.4,8.033,,14.433
LUO,Huan,w,CHN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",UB,2,6.1,8.1,,14.2
LUO,Huan,w,CHN,1-5 Aug 2023,2023 FISU World University Games,AAfinal,"Chengdu, China",UB,1,6.1,7.833,,13.933
LUO,Rui,w,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",UB,6,6.1,7.7,,13.8
MACCHINI,Carlo,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,15,6.1,7.966,,14.066
MACCHINI,Carlo,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",HB,,6.1,8.2,,14.3
MACCHINI,Carlo,m,ITA,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,final,"Baku, Azerbaijan",HB,6,6.1,7.066,,13.166
MACCHINI,Carlo,m,ITA,17-20 Mar 2022,2022 Cairo World Cup,final,"Cairo, Egypt",HB,1,6.1,8.3,,14.4
MACCHINI,Carlo,m,ITA,16-19 June 2022,2022 Koper World Challenge Cup,final,"Koper, Slovenia",HB,2,6.1,7.9,,14
MACCHINI,Carlo,m,ITA,23-26 Feb 2023,2023 Cottbus World Cup,final,"Cottbus, Germany",HB,2,6.1,8.033,,14.133
MACCHINI,Carlo,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",HB,1,6.1,8.133,,14.233
MAEDA,Koki,m,JPN,1-4 Mar 2023,2023 Doha World Cup,qual,"Doha, Qatar",PH,13,6.1,7.833,,13.933
MALONE,Brody,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",FX,,6.1,8.15,,14.25
MALONE,Brody,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",FX,,6.1,8.65,,14.75
MALONE,Brody,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",PB,,6.1,8.85,,14.95
MALONE,Brody,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",PB,,6.1,8.55,,14.65
MALONE,Brody,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",PH,,6.1,8.5,,14.6
MALONE,Brody,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",PH,,6.1,7.9,,14
MALONE,Brody,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",FX,4,6.1,8,,14.1
MALONE,Brody,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PB,3,6.1,8.9,,15
MALONE,Brody,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PH,3,6.1,7.3,,13.4
MATSUMI,Kazuki,m,JPN,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,13,6.1,7.466,0.1,13.466
MATSUMI,Kazuki,m,JPN,9-12 Mar 2023,2023 Baku World Cup,final,"Baku, Azerbaijan",PB,6,6.1,8.333,,14.433
MATSUMI,Kazuki,m,JPN,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",PB,4,6.1,8.866,,14.966
BILES,Simone,w,USA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",VT1,2,6.4,8.533,0.5,14.433
MILLER,Zoe,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",UB,,6.4,8,,14.4
MCCLENAGHAN,Rhys,m,IRL,2-5 Mar 2022,2022 Doha World Cup,final,"Doha, Qatar",PH,2,6.1,8.833,,14.933
MCCOOL,Connor,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,1,6.1,8.55,,14.65
MCCOOL,Connor,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",FX,,6.1,7.8,,13.9
MCCOOL,Connor,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",FX,,6.1,8.05,,14.15
MELTON,Caleb,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",FX,,6.1,7.2,,13.3
MERDINYAN,Harutyun,m,ARM,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",PH,3,6.1,8.633,,14.733
MERDINYAN,Harutyun,m,ARM,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,5,6.1,8.6,,14.7
MERDINYAN,Harutyun,m,ARM,18-21 Aug 2022,2022 Senior European Championships,final,"Munich, Germany",PH,1,6.1,8.633,,14.733
MERDINYAN,Harutyun,m,ARM,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PH,3,6.1,8.4,,14.5
MESZAROS,Krisztofer,m,HUN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",PB,23,6.1,6.433,,12.533
MESZAROS,Krisztofer,m,HUN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,32,6.1,8.1,,14.2
MESZAROS,Krisztofer,m,HUN,8-11 Jun 2023,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",PB,5,6.1,8.266,,14.366
MESZAROS,Krisztofer,m,HUN,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",PB,3,6.1,7.95,,14.05
MESZAROS,Krisztofer,m,HUN,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,19,6.1,7.933,0.3,13.733
MESZAROS,Krisztofer,m,HUN,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",PB,2,6.1,8.1,,14.2
MESZAROS,Krisztofer,m,HUN,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",PB,2,6.1,8.05,,14.15
BILES,Simone,w,USA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,5,6,8.4,,14.4
MOLDAUER,Yul,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",PB,,6.1,7.75,,13.85
MOLDAUER,Yul,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",PH,,6.1,8.2,,14.3
MOLDAUER,Yul,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PB,5,6.1,8.3,,14.4
MOLDAUER,Yul,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",PH,3,6.1,7.2,,13.3
MOLDAUER,Yul,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",PH,,6.1,7.9,,14
MOLDAUER,Yul,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",PH,,6.1,7.6,,13.7
MOLDAUER,Yul Kyung Tae,m,USA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",PH,,6.1,8.033,,14.133
MOLDAUER,Yul Kyung Tae,m,USA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PH,,6.1,7.267,,13.367
MOORE,Jesse,m,AUS,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,5,6.1,7.4,,13.5
MORGANS,Mitchell,m,AUS,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",PB,25,6.1,6.6,,12.7
MORGANS,Mitchell,m,AUS,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",PB,5,6.1,8.166,,14.266
MORGANS,Mitchell,m,AUS,24-27 Feb 2022,2022 Cottbus World Cup,final,"Cottbus, Germany",PB,2,6.1,8.633,,14.733
MORGANS,Mitchell,m,AUS,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",PB,5,6.1,7.966,,14.066
MORGANS,Mitchell,m,AUS,2-5 Mar 2022,2022 Doha World Cup,qual,"Doha, Qatar",PB,8,6.1,7.266,,13.366
MORGANS,Mitchell,m,AUS,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",PB,12,6.1,7.45,,13.55
MORGANS,Mitchell,m,AUS,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",PB,8,6.1,6.5,,12.6
MORGANS,Mitchell,m,AUS,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,3,6.1,8.4,,14.5
MOZZATO,Nicolo,m,ITA,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",FX,2,6.1,8.366,0.1,14.366
MYAKININ,Alexander,m,ISR,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",HB,3,6.1,8.133,,14.233
MYAKININ,Alexander,m,ISR,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,final,"Baku, Azerbaijan",HB,4,6.1,7.6,,13.7
MYAKININ,Alexander,m,ISR,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",PH,20,6.1,7.233,,13.333
MYAKININ,Alexander,m,ISR,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,4,6.1,7.666,,13.766
MYAKININ,Alexander,m,ISR,24-27 Feb 2022,2022 Cottbus World Cup,final,"Cottbus, Germany",HB,3,6.1,8,,14.1
MYAKININ,Alexander,m,ISR,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",HB,3,6.1,8.3,,14.4
MYAKININ,Alexander,m,ISR,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",PH,8,6.1,7.7,,13.8
MYAKININ,Alexander,m,ISR,24-27 Feb 2022,2022 Cottbus World Cup,final,"Cottbus, Germany",PH,6,6.1,7.4,,13.5
MYAKININ,Alexander,m,ISR,2-5 Mar 2022,2022 Doha World Cup,final,"Doha, Qatar",HB,1,6.1,8.233,,14.333
MYAKININ,Alexander,m,ISR,2-5 Mar 2022,2022 Doha World Cup,qual,"Doha, Qatar",HB,2,6.1,7.966,,14.066
MYAKININ,Alexander,m,ISR,2-5 Mar 2022,2022 Doha World Cup,qual,"Doha, Qatar",PH,19,6.1,6.433,,12.533
MYAKININ,Alexander,m,ISR,9-12 Mar 2023,2023 Baku World Cup,final,"Baku, Azerbaijan",HB,1,6.1,8.1,,14.2
MYAKININ,Alexander,m,ISR,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,9,6.1,7.75,,13.85
NATHAN,Joshua,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",PH,1,6.1,8.15,0,14.25
NATHAN,Joshua,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",PH,3,6.1,8.25,0,14.35
NGUYEN,Khanh Phong,m,VIE,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,final,"Hangzhou, China",SR,2,6.1,8.5,,14.6
NGUYEN,Khanh Phong,m,VIE,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",SR,4,6.1,8.466,,14.566
PAK,Songhyok,m,PRK,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",PB,19,6.1,7.566,0.3,13.366
PAKHNIUK,Petro,m,UKR,9-12 June 2022,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",PB,7,6.1,7.166,,13.266
PAKHNIUK,Petro,m,UKR,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",PB,7,6.1,8.05,,14.15
PFYL,Marco,m,SUI,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,35,6.1,7.6,,13.7
PHILIPPE,Mathias,m,FRA,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",PB,7,6.1,7.866,,13.966
PHILIPPE,Mathias,m,FRA,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",PB,3,6.1,8.35,,14.45
PHILIPPE,Mathias,m,FRA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,13,6.1,8.1,,14.2
PHILIPPE,Mathias,m,FRA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,13,6.1,8.1,,14.2
PHILLIPS,Curran,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",HB,19,6.1,6.65,,12.75
POZO DECOS,Pablo Harold,m,CUB,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PB,,6.1,7.2,,13.3
QIU,Qiyuan,w,CHN,1-4 Mar 2023,2023 Doha World Cup,final,"Doha, Qatar",UB,6,6.1,5.533,,11.633
RAMPERSAD,Jayson,m,CAN,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",PH,1,6.1,8.166,,14.266
REGINI MORAN,Giarnni,m,GBR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,6,6.1,8.566,,14.666
REGINI MORAN,Giarnni,m,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",PB,2,6.1,8.633,,14.733
REGINI MORAN,Giarnni,m,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,1,6.1,8.75,,14.85
RICHARD,Fred,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",FX,,6.1,8,,14.1
RICHARD,Fred,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",FX,,6.1,8.15,0.3,13.95
RICHARD,Fred,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,1,6.1,8.2,,14.3
RICHARD,Fred,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",HB,1,6.1,8.45,,14.55
RICHARD,Frederick,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",PH,,6.1,6.05,,12.15
RICHARD,Frederick,m,USA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,12,6.1,8.05,0.1,14.05
RICHARD,Frederick Nathaniel,m,USA,1-5 Aug 2023,2023 FISU World University Games,AAfinal,"Chengdu, China",FX,3,6.1,8.066,,14.166
RICHARD,Frederick Nathaniel,m,USA,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",PH,14,6.1,7.3,,13.4
BLAKELY,Skye,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",UB,,5.9,8.5,,14.4
BLAKELY,Skye,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",UB,,5.9,8.5,,14.4
CHILES,Jordan,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",VT,,5,9.4,,14.4
CHILES,Jordan,w,USA,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,final,"Santiago, Chile",VT1,2,5,9.4,,14.4
JONES,Shilese,w,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",VT,,5,9.4,,14.4
JONES,Shilese,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",VT,,5,9.4,,14.4
ROSA,Edoardo de,m,ITA,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",PH,3,6.1,8.133,,14.233
ROSA,Edoardo de,m,ITA,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,final,"Baku, Azerbaijan",PH,7,6.1,7.766,,13.866
ROSA,Edoardo de,m,ITA,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",PH,29,6.1,6.4,,12.5
RYU,Sunghyun,m,KOR,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,final,"Doha, Qatar",FX,5,6.1,8.167,,14.267
RYU,Sunghyun,m,KOR,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",FX,3,6.1,8.333,,14.433
RYU,Sunghyun,m,KOR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,20,6.1,8.1,,14.2
SAWANT,Vedant,m,AUS,24-25 Sept 2022,2022 Paris World Challenge Cup,final,"Paris, France",PH,5,6.1,8.15,,14.25
SAWANT,Vedant,m,AUS,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",PH,5,6.1,8.4,,14.5
SAWANT,Vedant,m,AUS,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,11,6.1,8.3,,14.4
SAWANT,Vedant,m,AUS,1-4 Mar 2023,2023 Doha World Cup,final,"Doha, Qatar",PH,7,6.1,7.8,,13.9
SCHLEGEL,Jessica,w,GER,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",BB,1,6.1,7.433,0.1,13.433
SEIFERT,Noe,m,SUI,9-12 June 2022,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",PB,2,6.1,8.3,,14.4
SEIFERT,Noe,m,SUI,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",PB,3,6.1,8.45,,14.55
SEIFERT,Noe,m,SUI,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",PB,4,6.1,8.633,,14.733
SEIFERT,Noe,m,SUI,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",PB,,6.1,7.933,,14.033
SEIFERT,Noe,m,SUI,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,2,6.1,8.233,,14.333
SEIFERT,Noe Samuel,m,SUI,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,19,6.1,7.8,,13.9
SEITZ,Elisabeth,w,GER,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",UB,4,6.1,8.266,,14.366
SEITZ,Elisabeth,w,GER,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,8,6.1,8.3,,14.4
SEITZ,Elisabeth,w,GER,11-14 Aug 2022,2022 Senior European Championships,final,"Munich, Germany",UB,1,6.1,8.333,,14.433
SEITZ,Elisabeth,w,GER,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",UB,3,6.1,8.1,,14.2
SEITZ,Elisabeth,w,GER,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",UB,3,6.1,8.3,,14.4
SHARAMKOU,Yahor,m,BLR,24-27 Feb 2022,2022 Cottbus World Cup,final,"Cottbus, Germany",FX,1,6.1,7.933,0.1,13.933
SHARAMKOU,Yahor,m,BLR,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",FX,5,6.1,7.366,,13.466
SHARAMKOU,Yahor,m,BLR,2-5 Mar 2022,2022 Doha World Cup,qual,"Doha, Qatar",FX,10,6.1,7.166,,13.266
SHIAO,Yu,m,TPE,1-5 Aug 2023,2023 FISU World University Games,final,"Chengdu, China",PH,3,6.1,8.833,,14.933
SHIAO,Yu Jan,m,TPE,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,2,6.1,8.466,,14.566
SHIAO,Yu Jan,m,TPE,1-4 Mar 2023,2023 Doha World Cup,final,"Doha, Qatar",PH,3,6.1,8.733,,14.833
SHIAO,Yu Jan,m,TPE,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,final,"Hangzhou, China",PH,4,6.1,8.966,,15.066
SHIAO,Yu Jan,m,TPE,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",PH,2,6.1,8.9,,15
SHIAO,Yu-Jan,m,TPE,7-9 Oct 2022,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",PH,1,6.1,8.95,,15.05
SHIAO,Yu-Jan,m,TPE,7-9 Oct 2022,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",PH,1,6.1,8.3,,14.4
SHIAO,Yu-Jan,m,TPE,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",PH,3,6.1,8.75,,14.85
SHIAO,Yu-Jan,m,TPE,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PH,19,6.1,6.833,,12.933
SKINNER,Hayden,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",FX,5,6.1,6.75,0,12.85
SKINNER,Hayden,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,3,6.1,7.55,0.2,13.45
SKINNER,Hayden,m,GBR,27-30 Apr 2023,2023 Cairo World Cup,final,"Cairo, Egypt",FX,4,6.1,7.7,,13.8
SKINNER,Hayden,m,GBR,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",FX,4,6.1,7.666,0.2,13.566
SKIRKEY,Ian,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",PH,,6.1,4.85,,10.95
SKIRKEY,Ian,m,USA,27-30 Apr 2023,2023 Cairo World Cup,final,"Cairo, Egypt",PH,5,6.1,8.166,,14.266
SRBIC,Tin,m,CRO,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",HB,2,6.1,8.6,,14.7
SU,Weide,m,CHN,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,FX,2,6.1,8.666,,14.766
MCCLAIN,Konnor,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",VT,,5,9.4,,14.4
SUN,Wei,m,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",PH,,6.1,7.533,,13.633
SUN,Wei,m,CHN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",HB,3,6.1,8.133,,14.233
SUN,Wei,m,CHN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",HB,,6.1,8.1,,14.2
SUN,Wei,m,CHN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",PB,9,6.1,8.3,,14.4
SUN,Wei,m,CHN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,29,6.1,8.133,,14.233
SUN,Wei,m,CHN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",PB,,6.1,8.633,,14.733
TACHIBANA,Shiga,m,JPN,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",PB,12,6.1,7.833,,13.933
TANG,Xijing,w,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,11,6.1,8.233,,14.333
TANG,Xijing,w,CHN,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,final,"Doha, Qatar",UB,2,6.1,8.6,,14.7
TANG,Xijing,w,CHN,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",UB,2,6.1,8.4,,14.5
TANG,Xijing,w,CHN,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,final,"Hangzhou, China",BB,2,6.1,7.733,0.1,13.733
TANG,Xijing,w,CHN,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,final,"Hangzhou, China",UB,5,6.1,6.8,,12.9
TANG,Xijing,w,CHN,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",UB,1,6.1,8.366,,14.466
TSOLAKIDIS,Stefanos,m,GRE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,61,6.1,7.466,,13.566
TULLOCH,Courtney,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",SR,3,6.1,8.633,,14.733
TULLOCH,Courtney,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,1,6.1,8.566,,14.666
TULLOCH,Courtney,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",SR,,6.1,8.566,,14.666
TULLOCH,Courtney,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",SR,1,6.1,8.466,0,14.566
TULLOCH,Courtney,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,1,6.1,8.45,0,14.55
TULLOCH,Courtney,m,GBR,24-27 Feb 2022,2022 Cottbus World Cup,final,"Cottbus, Germany",SR,3,6.1,8.4,,14.5
TULLOCH,Courtney,m,GBR,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",SR,2,6.1,8.366,,14.466
TULLOCH,Courtney,m,GBR,18-21 Aug 2022,2022 Senior European Championships,final,"Munich, Germany",SR,3,6.1,8.766,,14.866
TULLOCH,Courtney,m,GBR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,4,6.1,8.633,,14.733
TULLOCH,Courtney,m,GBR,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,2,6.1,8.533,,14.633
TULLOCH,Courtney,m,GBR,26-29 Mar 2022,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",SR,2,6.1,8.55,,14.65
TULLOCH,Courtney,m,GBR,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",SR,1,6.1,8.65,,14.75
